hs4,code_trade,product_name,hs2_code,hs2_name,section
2814,2814,Ammonia,28,Inorganic chemicals,Chemical Products
2815,2815,Sodium or Potassium Peroxides,28,Inorganic chemicals,Chemical Products
2816,2816,Magnesium Hydroxide and Peroxide,28,Inorganic chemicals,Chemical Products
2817,2817,Zinc Oxide and Peroxide,28,Inorganic chemicals,Chemical Products
2818,2818,Aluminium Oxide,28,Inorganic chemicals,Chemical Products
2819,2819,Chromium Oxides and Hydroxides,28,Inorganic chemicals,Chemical Products
2820,2820,Manganese Oxides,28,Inorganic chemicals,Chemical Products
2821,2821,Iron Oxides and Hydroxides,28,Inorganic chemicals,Chemical Products
2822,2822,Cobalt Oxides and Hydroxides,28,Inorganic chemicals,Chemical Products
2823,2823,Titanium Oxides,28,Inorganic chemicals,Chemical Products
2824,2824,Lead Oxides,28,Inorganic chemicals,Chemical Products
2825,2825,Inorganic Salts,28,Inorganic chemicals,Chemical Products
2826,2826,Fluorides,28,Inorganic chemicals,Chemical Products
2827,2827,Chlorides,28,Inorganic chemicals,Chemical Products
2828,2828,Hypochlorites,28,Inorganic chemicals,Chemical Products
2829,2829,Chlorates and Perchlorates,28,Inorganic chemicals,Chemical Products
2830,2830,Sulfides,28,Inorganic chemicals,Chemical Products
2831,2831,Dithionites and Sulfoxylates,28,Inorganic chemicals,Chemical Products
2832,2832,Sulfites,28,Inorganic chemicals,Chemical Products
2833,2833,Sulfates,28,Inorganic chemicals,Chemical Products
2834,2834,Nitrites and Nitrates,28,Inorganic chemicals,Chemical Products
2835,2835,Phosphinates (hypophosphites) and phosphonates (phosphites),28,Inorganic chemicals,Chemical Products
2836,2836,Carbonates,28,Inorganic chemicals,Chemical Products
2837,2837,Cyanides,28,Inorganic chemicals,Chemical Products
2838,2838,Fulminates,28,Inorganic chemicals,Chemical Products
2839,2839,Silicates,28,Inorganic chemicals,Chemical Products
2840,2840,Borates,28,Inorganic chemicals,Chemical Products
2841,2841,Oxometallic or Peroxometallic Acid Salts,28,Inorganic chemicals,Chemical Products
2842,2842,Other Inorganic Acids Salts,28,Inorganic chemicals,Chemical Products
2843,2843,Precious Metal Compounds,28,Inorganic chemicals,Chemical Products
2844,2844,Radioactive Chemicals,28,Inorganic chemicals,Chemical Products
2845,2845,Other Isotopes,28,Inorganic chemicals,Chemical Products
2846,2846,Rare-Earth Metal Compounds,28,Inorganic chemicals,Chemical Products
2847,2847,Hydrogen peroxide,28,Inorganic chemicals,Chemical Products
2848,2848,Phosphides,28,Inorganic chemicals,Chemical Products
2849,2849,Carbides,28,Inorganic chemicals,Chemical Products
2850,2850,Hydrides and other anions,28,Inorganic chemicals,Chemical Products
2851,2851,Inorganic Compounds,28,Inorganic chemicals,Chemical Products
2901,2901,Acyclic Hydrocarbons,29,Organic chemicals,Chemical Products
2902,2902,Cyclic Hydrocarbons,29,Organic chemicals,Chemical Products
2903,2903,Halogenated Hydrocarbons,29,Organic chemicals,Chemical Products
2904,2904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",29,Organic chemicals,Chemical Products
2905,2905,"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",29,Organic chemicals,Chemical Products
2906,2906,Cyclic Alcohols,29,Organic chemicals,Chemical Products
2907,2907,Phenols,29,Organic chemicals,Chemical Products
2908,2908,Phenol Derivatives,29,Organic chemicals,Chemical Products
2909,2909,Ethers,29,Organic chemicals,Chemical Products
2910,2910,Epoxides,29,Organic chemicals,Chemical Products
2911,2911,Acetals and Hemiacetals,29,Organic chemicals,Chemical Products
2912,2912,"Aldehydes, cyclic polymers, and paraformaldehyde",29,Organic chemicals,Chemical Products
2913,2913,Halogenated aldehyde derivatives (heading 2912),29,Organic chemicals,Chemical Products
2914,2914,Ketones and Quinones,29,Organic chemicals,Chemical Products
2915,2915,Saturated Acyclic Monocarboxylic Acids,29,Organic chemicals,Chemical Products
2916,2916,Unsaturated Acyclic Monocarboxylic Acids,29,Organic chemicals,Chemical Products
2917,2917,Polycarboxylic Acids,29,Organic chemicals,Chemical Products
2918,2918,Carboxylic Acids,29,Organic chemicals,Chemical Products
2919,2919,Phosphoric Esters and Salts,29,Organic chemicals,Chemical Products
2920,2920,Other Esters,29,Organic chemicals,Chemical Products
2921,2921,Amine Compounds,29,Organic chemicals,Chemical Products
2922,2922,Oxygen Amino Compounds,29,Organic chemicals,Chemical Products
2923,2923,Quaternary Ammonium Salts and Hydroxides,29,Organic chemicals,Chemical Products
2924,2924,Carboxyamide Compounds,29,Organic chemicals,Chemical Products
2925,2925,Carboxyimide Compounds,29,Organic chemicals,Chemical Products
2926,2926,Nitrile Compounds,29,Organic chemicals,Chemical Products
2927,2927,"Diazo, Azo or Aoxy Compounds",29,Organic chemicals,Chemical Products
2928,2928,Hydrazine or Hydroxylamine Derivatives,29,Organic chemicals,Chemical Products
2929,2929,Other Nitrogen Compounds,29,Organic chemicals,Chemical Products
2930,2930,Organo-Sulfur Compounds,29,Organic chemicals,Chemical Products
2931,2931,Other Organo-Inorganic Compounds,29,Organic chemicals,Chemical Products
2932,2932,Oxygen Heterocyclic Compounds,29,Organic chemicals,Chemical Products
2933,2933,Nitrogen Heterocyclic Compounds,29,Organic chemicals,Chemical Products
2934,2934,Nucleic Acids,29,Organic chemicals,Chemical Products
2935,2935,Sulfonamides,29,Organic chemicals,Chemical Products
2936,2936,Vitamins,29,Organic chemicals,Chemical Products
2937,2937,Hormones,29,Organic chemicals,Chemical Products
2938,2938,Glycosides,29,Organic chemicals,Chemical Products
2939,2939,Vegetable Alkaloids,29,Organic chemicals,Chemical Products
2940,2940,Chemically Pure Sugars,29,Organic chemicals,Chemical Products
2941,2941,Antibiotics,29,Organic chemicals,Chemical Products
2942,2942,Other Organic Compounds,29,Organic chemicals,Chemical Products
3001,3001,Glands and Other Organs,30,Pharmaceutical products,Chemical Products
3002,3002,"Vaccines, blood, antisera, toxins and cultures",30,Pharmaceutical products,Chemical Products
3003,3003,Unpackaged Medicaments,30,Pharmaceutical products,Chemical Products
3004,3004,Packaged Medicaments,30,Pharmaceutical products,Chemical Products
3005,3005,Bandages,30,Pharmaceutical products,Chemical Products
3006,3006,Special Pharmaceuticals,30,Pharmaceutical products,Chemical Products
3101,3101,Animal or Vegetable Fertilizers,31,Fertilizers,Chemical Products
3102,3102,Nitrogenous Fertilizers,31,Fertilizers,Chemical Products
3103,3103,Phosphatic Fertilizers,31,Fertilizers,Chemical Products
3104,3104,Potassic Fertilizers,31,Fertilizers,Chemical Products
3105,3105,Mixed Mineral or Chemical Fertilizers,31,Fertilizers,Chemical Products
3201,3201,Vegetable Tanning Extracts,32,"Paints, dyes, & varnishes",Chemical Products
3202,3202,Synthetic Tanning Extracts,32,"Paints, dyes, & varnishes",Chemical Products
3203,3203,Vegetable or Animal Dyes,32,"Paints, dyes, & varnishes",Chemical Products
3204,3204,Synthetic Coloring Matter,32,"Paints, dyes, & varnishes",Chemical Products
3205,3205,Lake Pigments,32,"Paints, dyes, & varnishes",Chemical Products
3206,3206,Other Coloring Matter,32,"Paints, dyes, & varnishes",Chemical Products
3207,3207,Prepared Pigments,32,"Paints, dyes, & varnishes",Chemical Products
3208,3208,Nonaqueous Paints,32,"Paints, dyes, & varnishes",Chemical Products
3209,3209,Aqueous Paints,32,"Paints, dyes, & varnishes",Chemical Products
3210,3210,Other Paints,32,"Paints, dyes, & varnishes",Chemical Products
3211,3211,Prepared Paint Driers,32,"Paints, dyes, & varnishes",Chemical Products
3212,3212,Nonaqueous Pigments,32,"Paints, dyes, & varnishes",Chemical Products
3213,3213,Artistry Paints,32,"Paints, dyes, & varnishes",Chemical Products
3214,3214,Glaziers Putty,32,"Paints, dyes, & varnishes",Chemical Products
3215,3215,Ink,32,"Paints, dyes, & varnishes",Chemical Products
3301,3301,Essential Oils,33,Perfumery & cosmetics,Chemical Products
3302,3302,Scented Mixtures,33,Perfumery & cosmetics,Chemical Products
3303,3303,Perfumes,33,Perfumery & cosmetics,Chemical Products
3304,3304,Beauty Products,33,Perfumery & cosmetics,Chemical Products
3305,3305,Hair Products,33,Perfumery & cosmetics,Chemical Products
3306,3306,Dental Products,33,Perfumery & cosmetics,Chemical Products
3307,3307,Shaving Products,33,Perfumery & cosmetics,Chemical Products
3401,3401,Soap,34,"Soap, cleaners, candles, dental, modelling pastes",Chemical Products
3402,3402,Cleaning Products,34,"Soap, cleaners, candles, dental, modelling pastes",Chemical Products
3403,3403,Lubricating Products,34,"Soap, cleaners, candles, dental, modelling pastes",Chemical Products
3404,3404,Waxes,34,"Soap, cleaners, candles, dental, modelling pastes",Chemical Products
3405,3405,Polishes and Creams,34,"Soap, cleaners, candles, dental, modelling pastes",Chemical Products
3406,3406,Candles,34,"Soap, cleaners, candles, dental, modelling pastes",Chemical Products
3407,3407,Pastes and Waxes,34,"Soap, cleaners, candles, dental, modelling pastes",Chemical Products
3501,3501,Casein,35,"Glues, starches, & albuminoid products",Chemical Products
3502,3502,Water Soluble Proteins,35,"Glues, starches, & albuminoid products",Chemical Products
3503,3503,Gelatin,35,"Glues, starches, & albuminoid products",Chemical Products
3504,3504,Peptones,35,"Glues, starches, & albuminoid products",Chemical Products
3505,3505,Dextrins,35,"Glues, starches, & albuminoid products",Chemical Products
3506,3506,Glues,35,"Glues, starches, & albuminoid products",Chemical Products
3507,3507,Enzymes,35,"Glues, starches, & albuminoid products",Chemical Products
3601,3601,Propellant Powders,36,"Explosives, matches, & fireworks",Chemical Products
3602,3602,Prepared Explosives,36,"Explosives, matches, & fireworks",Chemical Products
3603,3603,Detonating Fuses,36,"Explosives, matches, & fireworks",Chemical Products
3604,3604,Fireworks,36,"Explosives, matches, & fireworks",Chemical Products
3605,3605,Matches,36,"Explosives, matches, & fireworks",Chemical Products
3606,3606,Pyrophoric Alloys,36,"Explosives, matches, & fireworks",Chemical Products
3701,3701,Photographic Plates,37,Photo & movie goods,Chemical Products
3702,3702,Photographic Film,37,Photo & movie goods,Chemical Products
3703,3703,Photographic Paper,37,Photo & movie goods,Chemical Products
3704,3704,Undeveloped Exposed Photographic Material,37,Photo & movie goods,Chemical Products
3705,3705,Developed Exposed Photographic Material,37,Photo & movie goods,Chemical Products
3706,3706,"Motion-picture film, exposed and developed",37,Photo & movie goods,Chemical Products
3707,3707,Photographic Chemicals,37,Photo & movie goods,Chemical Products
3801,3801,Artificial Graphite,38,Chemical products n.e.s.,Chemical Products
3802,3802,Activated Carbon,38,Chemical products n.e.s.,Chemical Products
3803,3803,Tall Oil,38,Chemical products n.e.s.,Chemical Products
3804,3804,Wood Pulp Lyes,38,Chemical products n.e.s.,Chemical Products
3805,3805,Turpentine,38,Chemical products n.e.s.,Chemical Products
3806,3806,Rosin,38,Chemical products n.e.s.,Chemical Products
3807,3807,"Wood Tar, Oils and Pitch",38,Chemical products n.e.s.,Chemical Products
3808,3808,Pesticides,38,Chemical products n.e.s.,Chemical Products
3809,3809,Dyeing Finishing Agents,38,Chemical products n.e.s.,Chemical Products
3810,3810,Metal Pickling Preparations,38,Chemical products n.e.s.,Chemical Products
3811,3811,Antiknock,38,Chemical products n.e.s.,Chemical Products
3812,3812,Prepared Rubber Accelerators,38,Chemical products n.e.s.,Chemical Products
3813,3813,Fire Extinguishers Preparations,38,Chemical products n.e.s.,Chemical Products
3814,3814,Organic Composite Solvents,38,Chemical products n.e.s.,Chemical Products
3815,3815,Reaction and Catalytic Products,38,Chemical products n.e.s.,Chemical Products
3816,3816,Refractory Cements,38,Chemical products n.e.s.,Chemical Products
3817,3817,Alkylbenzenes and Alkylnaphthalenes,38,Chemical products n.e.s.,Chemical Products
3818,3818,Disc Chemicals for Electronics,38,Chemical products n.e.s.,Chemical Products
3819,3819,Hydraulic Brake Fluid,38,Chemical products n.e.s.,Chemical Products
3820,3820,Antifreeze,38,Chemical products n.e.s.,Chemical Products
3821,3821,Micro-Organism Culture Preparations,38,Chemical products n.e.s.,Chemical Products
3822,3822,Laboratory Reagents,38,Chemical products n.e.s.,Chemical Products
3823,3823,"Industrial Fatty Acids, Oils and Alcohols",38,Chemical products n.e.s.,Chemical Products
3901,3901,Ethylene Polymers,39,Plastics & articles thereof,Plastics and Rubbers
3902,3902,Propylene Polymers,39,Plastics & articles thereof,Plastics and Rubbers
3903,3903,Styrene Polymers,39,Plastics & articles thereof,Plastics and Rubbers
3904,3904,Vinyl Chloride Polymers,39,Plastics & articles thereof,Plastics and Rubbers
3905,3905,Other Vinyl Polymers,39,Plastics & articles thereof,Plastics and Rubbers
3906,3906,Acrylic Polymers,39,Plastics & articles thereof,Plastics and Rubbers
3907,3907,Polyacetals,39,Plastics & articles thereof,Plastics and Rubbers
3908,3908,Polyamides,39,Plastics & articles thereof,Plastics and Rubbers
3909,3909,Amino-resins,39,Plastics & articles thereof,Plastics and Rubbers
3910,3910,Silicone,39,Plastics & articles thereof,Plastics and Rubbers
3911,3911,Petroleum Resins,39,Plastics & articles thereof,Plastics and Rubbers
3912,3912,Cellulose,39,Plastics & articles thereof,Plastics and Rubbers
3913,3913,Natural Polymers,39,Plastics & articles thereof,Plastics and Rubbers
3914,3914,Polymer Ion-Exchangers,39,Plastics & articles thereof,Plastics and Rubbers
3915,3915,Scrap Plastic,39,Plastics & articles thereof,Plastics and Rubbers
3916,3916,Monofilament,39,Plastics & articles thereof,Plastics and Rubbers
3917,3917,Plastic Pipes,39,Plastics & articles thereof,Plastics and Rubbers
3918,3918,Plastic Floor Coverings,39,Plastics & articles thereof,Plastics and Rubbers
3919,3919,Self-adhesive Plastics,39,Plastics & articles thereof,Plastics and Rubbers
3920,3920,Raw Plastic Sheeting,39,Plastics & articles thereof,Plastics and Rubbers
3921,3921,Other Plastic Sheetings,39,Plastics & articles thereof,Plastics and Rubbers
3922,3922,Plastic Wash Basins,39,Plastics & articles thereof,Plastics and Rubbers
3923,3923,Plastic Lids,39,Plastics & articles thereof,Plastics and Rubbers
3924,3924,Plastic Housewares,39,Plastics & articles thereof,Plastics and Rubbers
3925,3925,Plastic Building Materials,39,Plastics & articles thereof,Plastics and Rubbers
3926,3926,Other Plastic Products,39,Plastics & articles thereof,Plastics and Rubbers
4001,4001,Rubber,40,Rubber & articles thereof,Plastics and Rubbers
4002,4002,Synthetic Rubber,40,Rubber & articles thereof,Plastics and Rubbers
4003,4003,Reclaimed Rubber,40,Rubber & articles thereof,Plastics and Rubbers
4004,4004,Scrap Rubber,40,Rubber & articles thereof,Plastics and Rubbers
4005,4005,Compounded Unvulcanised Rubber,40,Rubber & articles thereof,Plastics and Rubbers
4006,4006,Unvulcanised Rubber Products,40,Rubber & articles thereof,Plastics and Rubbers
4007,4007,Rubber Thread,40,Rubber & articles thereof,Plastics and Rubbers
4008,4008,Rubber Sheets,40,Rubber & articles thereof,Plastics and Rubbers
4009,4009,Rubber Pipes,40,Rubber & articles thereof,Plastics and Rubbers
4010,4010,Rubber Belting,40,Rubber & articles thereof,Plastics and Rubbers
4011,4011,Rubber Tires,40,Rubber & articles thereof,Plastics and Rubbers
4012,4012,Used Rubber Tires,40,Rubber & articles thereof,Plastics and Rubbers
4013,4013,Rubber Inner Tubes,40,Rubber & articles thereof,Plastics and Rubbers
4014,4014,Pharmaceutical Rubber Products,40,Rubber & articles thereof,Plastics and Rubbers
4015,4015,Rubber Apparel,40,Rubber & articles thereof,Plastics and Rubbers
4016,4016,Other Rubber Products,40,Rubber & articles thereof,Plastics and Rubbers
4017,4017,Hard Rubber,40,Rubber & articles thereof,Plastics and Rubbers
4101,4101,Equine and Bovine Hides,41,Raw hides & skin (non-fur),Animal Hides
4102,4102,Sheep Hides,41,Raw hides & skin (non-fur),Animal Hides
4103,4103,Other Hides and Skins,41,Raw hides & skin (non-fur),Animal Hides
4104,4104,Tanned Equine and Bovine Hides,41,Raw hides & skin (non-fur),Animal Hides
4105,4105,Tanned Sheep Hides,41,Raw hides & skin (non-fur),Animal Hides
4106,4106,Tanned Goat Hides,41,Raw hides & skin (non-fur),Animal Hides
4107,4107,Leather of Other Animals,41,Raw hides & skin (non-fur),Animal Hides
4108,4108,Chamois Leather,41,Raw hides & skin (non-fur),Animal Hides
4109,4109,Patent Leather,41,Raw hides & skin (non-fur),Animal Hides
4110,4110,Leather Waste,41,Raw hides & skin (non-fur),Animal Hides
4111,4111,Leather Sheets,41,Raw hides & skin (non-fur),Animal Hides
4201,4201,Saddlery,42,Leather articles,Animal Hides
4202,4202,Trunks and Cases,42,Leather articles,Animal Hides
4203,4203,Leather Apparel,42,Leather articles,Animal Hides
4204,4204,Leather Used in Machinery,42,Leather articles,Animal Hides
4205,4205,Other Leather Articles,42,Leather articles,Animal Hides
4206,4206,Articles of Gut,42,Leather articles,Animal Hides
4301,4301,Raw Furskins,43,"Furskins, articifial fur, & articles",Animal Hides
4302,4302,Tanned Furskins,43,"Furskins, articifial fur, & articles",Animal Hides
4303,4303,Furskin Apparel,43,"Furskins, articifial fur, & articles",Animal Hides
4304,4304,Artificial Fur,43,"Furskins, articifial fur, & articles",Animal Hides
4401,4401,Fuel Wood,44,"Wood, wood articles, & charcoal",Wood Products
4402,4402,Wood Charcoal,44,"Wood, wood articles, & charcoal",Wood Products
4403,4403,Rough Wood,44,"Wood, wood articles, & charcoal",Wood Products
4404,4404,Wood Stakes,44,"Wood, wood articles, & charcoal",Wood Products
4405,4405,Wood Wool,44,"Wood, wood articles, & charcoal",Wood Products
4406,4406,Railroad Ties,44,"Wood, wood articles, & charcoal",Wood Products
4407,4407,Sawn Wood,44,"Wood, wood articles, & charcoal",Wood Products
4408,4408,Veneer Sheets,44,"Wood, wood articles, & charcoal",Wood Products
4409,4409,Shaped Wood,44,"Wood, wood articles, & charcoal",Wood Products
4410,4410,Particle Board,44,"Wood, wood articles, & charcoal",Wood Products
4411,4411,Wood Fiberboard,44,"Wood, wood articles, & charcoal",Wood Products
4412,4412,Plywood,44,"Wood, wood articles, & charcoal",Wood Products
4413,4413,Densified Wood,44,"Wood, wood articles, & charcoal",Wood Products
4414,4414,Wood Frames,44,"Wood, wood articles, & charcoal",Wood Products
4415,4415,Wood Crates,44,"Wood, wood articles, & charcoal",Wood Products
4416,4416,Wood Barrels,44,"Wood, wood articles, & charcoal",Wood Products
4417,4417,Wooden Tool Handles,44,"Wood, wood articles, & charcoal",Wood Products
4418,4418,Wood Carpentry,44,"Wood, wood articles, & charcoal",Wood Products
4419,4419,Wood Kitchenware,44,"Wood, wood articles, & charcoal",Wood Products
4420,4420,Wood Ornaments,44,"Wood, wood articles, & charcoal",Wood Products
4421,4421,Other Wood Articles,44,"Wood, wood articles, & charcoal",Wood Products
4501,4501,Raw Cork,45,Cork & cork articles,Wood Products
4502,4502,Debacked Cork,45,Cork & cork articles,Wood Products
4503,4503,Natural Cork Articles,45,Cork & cork articles,Wood Products
4504,4504,Agglomerated Cork,45,Cork & cork articles,Wood Products
4601,4601,Plaiting Products,46,Straw & esparto manufactures,Wood Products
4602,4602,Basketwork,46,Straw & esparto manufactures,Wood Products
4701,4701,Mechanical Wood Pulp,47,Wood pulp & paper scrap,Paper Goods
4702,4702,Dissolving Grades Chemical Woodpulp,47,Wood pulp & paper scrap,Paper Goods
4703,4703,Sulfate Chemical Woodpulp,47,Wood pulp & paper scrap,Paper Goods
4704,4704,Sulfite Chemical Woodpulp,47,Wood pulp & paper scrap,Paper Goods
4705,4705,Semi chemical Woodpulp,47,Wood pulp & paper scrap,Paper Goods
4706,4706,Recovered Paper Pulp,47,Wood pulp & paper scrap,Paper Goods
4707,4707,Recovered Paper,47,Wood pulp & paper scrap,Paper Goods
4801,4801,Newsprint,48,Paper articles,Paper Goods
4802,4802,Uncoated Paper,48,Paper articles,Paper Goods
4803,4803,Tissue,48,Paper articles,Paper Goods
4804,4804,Kraft Paper,48,Paper articles,Paper Goods
4805,4805,Other Uncoated Paper,48,Paper articles,Paper Goods
4806,4806,Vegetable Parchment,48,Paper articles,Paper Goods
4807,4807,Composite Paper,48,Paper articles,Paper Goods
4808,4808,Corrugated Paper,48,Paper articles,Paper Goods
4809,4809,Carbon Paper,48,Paper articles,Paper Goods
4810,4810,Kaolin Coated Paper,48,Paper articles,Paper Goods
4811,4811,Cellulose Fibers Paper,48,Paper articles,Paper Goods
4812,4812,Paper Pulp Filter Blocks,48,Paper articles,Paper Goods
4813,4813,Cigarette Paper,48,Paper articles,Paper Goods
4814,4814,Wallpaper,48,Paper articles,Paper Goods
4815,4815,Paper Floor Coverings,48,Paper articles,Paper Goods
4816,4816,Other Carbon Paper,48,Paper articles,Paper Goods
4817,4817,Letter Stock,48,Paper articles,Paper Goods
4818,4818,Toilet Paper,48,Paper articles,Paper Goods
4819,4819,Paper Containers,48,Paper articles,Paper Goods
4820,4820,Paper Notebooks,48,Paper articles,Paper Goods
4821,4821,Paper Labels,48,Paper articles,Paper Goods
4822,4822,Paper Spools,48,Paper articles,Paper Goods
4823,4823,Shaped Paper,48,Paper articles,Paper Goods
4901,4901,Brochures,49,"Books, newspapers, & other prints",Paper Goods
4902,4902,Newspapers,49,"Books, newspapers, & other prints",Paper Goods
4903,4903,Children's Picture Books,49,"Books, newspapers, & other prints",Paper Goods
4904,4904,Sheet Music,49,"Books, newspapers, & other prints",Paper Goods
4905,4905,Maps,49,"Books, newspapers, & other prints",Paper Goods
4906,4906,Architectural Plans,49,"Books, newspapers, & other prints",Paper Goods
4907,4907,Documents of title (bonds etc) and unused stamps,49,"Books, newspapers, & other prints",Paper Goods
4908,4908,Decals,49,"Books, newspapers, & other prints",Paper Goods
4909,4909,Postcards,49,"Books, newspapers, & other prints",Paper Goods
4910,4910,Calendars,49,"Books, newspapers, & other prints",Paper Goods
4911,4911,Other Printed Material,49,"Books, newspapers, & other prints",Paper Goods
5001,5001,Silk-worm Cocoons,50,Silk,Textiles
5002,5002,Raw Silk,50,Silk,Textiles
5003,5003,Silk Waste,50,Silk,Textiles
5004,5004,Non-Retail Silk Yarn,50,Silk,Textiles
5005,5005,Silk Waste Yarn,50,Silk,Textiles
5006,5006,Retail Silk Yarn,50,Silk,Textiles
5007,5007,Silk Fabrics,50,Silk,Textiles
5101,5101,Wool,51,Wool & animal hair,Textiles
5102,5102,Animal Hair,51,Wool & animal hair,Textiles
5103,5103,Wool or Animal Hair Waste,51,Wool & animal hair,Textiles
5104,5104,Garnetted Wool or Animal Hair,51,Wool & animal hair,Textiles
5105,5105,Prepared Wool or Animal Hair,51,Wool & animal hair,Textiles
5106,5106,Non-Retail Carded Wool Yarn,51,Wool & animal hair,Textiles
5107,5107,Non-Retail Combed Wool Yarn,51,Wool & animal hair,Textiles
5108,5108,Non-Retail Animal Hair Yarn,51,Wool & animal hair,Textiles
5109,5109,Retail Wool or Animal Hair Yarn,51,Wool & animal hair,Textiles
5110,5110,Horsehair Yarn,51,Wool & animal hair,Textiles
5111,5111,Carded Wool or Animal Hair Fabric,51,Wool & animal hair,Textiles
5112,5112,Combed Wool or Animal Hair Fabric,51,Wool & animal hair,Textiles
5113,5113,Horsehair Fabric,51,Wool & animal hair,Textiles
5201,5201,Raw Cotton,52,Cotton,Textiles
5202,5202,Cotton Waste,52,Cotton,Textiles
5203,5203,Prepared Cotton,52,Cotton,Textiles
5204,5204,Cotton Sewing Thread,52,Cotton,Textiles
5205,5205,Non-Retail Pure Cotton Yarn,52,Cotton,Textiles
5206,5206,Non-Retail Mixed Cotton Yarn,52,Cotton,Textiles
